text,clean_double_ws,text_en,scores,compound,comp_scores
Saking sibuknya klo di Luwuk lama lama hayati minum antimo nih sambil ngekurir,Saking sibuknya klo di Luwuk lama lama hayati minum antimo nih sambil ngekurir,It's so busy that I've been living in Luwuk for a long time drinking antimo while couriering,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Udah di Luwuk lagi ,Udah di Luwuk lagi,I'm in Luwuk again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Langit nya luwuk memang paling gaga di dunia,Langit nya luwuk memang paling gaga di dunia,Luwuk's sky is the most spectacular in the world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Area luwuk adakah pasutri,Area luwuk adakah pasutri,The Luwuk area has couples,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Suka deh cuaca Luwuk hari ini,Suka deh cuaca Luwuk hari ini,I really like Luwuk's weather today,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Smlm sok-sok an ga makan nasi samsek. Krn mikirnya dah makan goreng²an jd dah kenyang bgt ditambah minum cold brew yg dah gw diemin 3hari *enak sih asli tp*. Udh gt tidur jg baru 1 jam pas sahur mkn sambel kecap yg cabenya dr luwuk. Dah lah langsung keringet dingin sama mual,Smlm sok-sok an ga makan nasi samsek. Krn mikirnya dah makan goreng²an jd dah kenyang bgt ditambah minum cold brew yg dah gw diemin 3hari *enak sih asli tp*. Udh gt tidur jg baru 1 jam pas sahur mkn sambel kecap yg cabenya dr luwuk. Dah lah langsung keringet dingin sama mual,"Last night I pretended not to eat samsek rice. Thinking about it, I ate fried food so I was really full, plus I drank cold brew which I had been drinking for 3 days *it was really delicious, but*. I couldn't sleep, and only 1 hour before dawn, I ate soy sauce with chilies from Luwuk. I immediately had cold sweats and nausea","{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.2732}",0.2732,positif
Jadi kangen Luwuk deh yg tiap sahur pasti bangun karna anak cowok pada nyanyi-nyanyi icul ayo bangun sahur depan rumah tiap malem ,Jadi kangen Luwuk deh yg tiap sahur pasti bangun karna anak cowok pada nyanyi-nyanyi icul ayo bangun sahur depan rumah tiap malem,"So I miss Luwuk, who wakes up every time at dawn because the boys are singing icul, come on, get up for sahur in front of the house every night.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
PRESIDEN PUJI SENTRA PENGGILINGAN PADI MODERN MILIK BULOG Sragen 11 Maret 2023 Dalam rangka mendukung program prioritas nasional yang merujuk pada peningkatan kedaulatan pangan nasional #MRMPBULOG #BerasBULOG #BULOG #Jokowi #BersamaWujudkanKedaulatanPangan,PRESIDEN PUJI SENTRA PENGGILINGAN PADI MODERN MILIK BULOG Sragen 11 Maret 2023 Dalam rangka mendukung program prioritas nasional yang merujuk pada peningkatan kedaulatan pangan nasional #MRMPBULOG #BerasBULOG #BULOG #Jokowi #BersamaWujudkanKedaulatanPangan,THE PRESIDENT PRAISE BULOG'S MODERN RICE MILLING CENTER Sragen March 11 2023 In order to support the national priority program which refers to increasing national food sovereignty #MRMPBULOG #BerasBULOG #BULOG #Jokowi #BersamaAlimatePanganSovereignty,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Pantai Kilo5 nya luwuk terbaik emang ,Pantai Kilo5 nya luwuk terbaik emang,Luwuk's Kilo5 Beach is the best,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
BUMN merupakan Perusahaan yang seluruh atau sebagian besar modalnya dimiliki oleh Negara yang memiliki tujuan mulia untuk mewujudkan kesejahteraan masyarakat Indonesia. #BUMNuntukIndonesia #PembubaranBUMN #PPAdukungEkosistemBUMN,BUMN merupakan Perusahaan yang seluruh atau sebagian besar modalnya dimiliki oleh Negara yang memiliki tujuan mulia untuk mewujudkan kesejahteraan masyarakat Indonesia. #BUMNuntukIndonesia #PembubaranBUMN #PPAdukungEkosistemBUMN,BUMN is a company whose capital is wholly or largely owned by the State and has the noble goal of realizing the welfare of the Indonesian people. #BUMNforIndonesia #DisbandingBUMN #PPAsupportingBUMNEcosystem,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
First time ke luwuk banggai ada yang lagi disini?,First time ke luwuk banggai ada yang lagi disini?,"First time to Luwuk Banggai, is anyone else here?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
#SobatBUMN Ini dia komentar Menko Bidang Pembangunan Manusia dan Kebudayaan (PMK) Bp. Muhadjir Effendy terkait Kereta Trainer (hybrid) yang diproduksi PT INKA (Persero) untuk Politeknik Negeri Madiun (PNM) #KeretaTrainerHybridINKA #KeretaINKAPNM,#SobatBUMN Ini dia komentar Menko Bidang Pembangunan Manusia dan Kebudayaan (PMK) Bp. Muhadjir Effendy terkait Kereta Trainer (hybrid) yang diproduksi PT INKA (Persero) untuk Politeknik Negeri Madiun (PNM) #KeretaTrainerHybridINKA #KeretaINKAPNM,"#SobatBUMN Here are the comments of the Coordinating Minister for Human Development and Culture (PMK), Mr. Muhadjir Effendy regarding the Trainer Train (hybrid) produced by PT INKA (Persero) for the Madiun State Polytechnic (PNM) #HybridINKATrainerTrainer #INKAPNMTrainer","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
sedang di kapal menuju Luwuk. Ada bapak2 ngajak ngobrol: : luwuk nya kemana? : oh saya menginap di swisbelinn pak : menginap disitu? Oh mahal lho itu. Lebih baik di losmen saya murah. Sudah ac tv kamar mandi dalam. Cuma 50rb saja. : oh iya pak terimakasih tawarannya...,sedang di kapal menuju Luwuk. Ada bapak2 ngajak ngobrol: : luwuk nya kemana? : oh saya menginap di swisbelinn pak : menginap disitu? Oh mahal lho itu. Lebih baik di losmen saya murah. Sudah ac tv kamar mandi dalam. Cuma 50rb saja. : oh iya pak terimakasih tawarannya...,"was on a ship bound for Luwuk. There are gentlemen asking to chat: : Where is Luwuk? : Oh, I'm staying at Switzerland, sir: Staying there? Oh, that's expensive, you know. It's better at my cheap guesthouse. There is AC, TV in the bathroom. Only 50 thousand. : oh yes sir, thank you for the offer...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
0878-5693-4040 (PRODUSEN TERMURAH) Jual Kaos Polos Jambu Luwuk,0878-5693-4040 (PRODUSEN TERMURAH) Jual Kaos Polos Jambu Luwuk,0878-5693-4040 (CHEAPEST MANUFACTURER) Selling Plain Guava Luwuk T-Shirts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ingpo konser Tulus di Luwuk,Ingpo konser Tulus di Luwuk,Ingpo Tulus concert in Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Will I miss Luwuk like I miss Jogja as well? (Berangkat juga belom),Will I miss Luwuk like I miss Jogja as well? (Berangkat juga belom),Will I miss Luwuk like I miss Jogja as well? (Not leaving yet),"{'neg': 0.216, 'neu': 0.473, 'pos': 0.311, 'compound': 0.34}",0.34,positif
Pengen banget balik luwuk tp apa udah siap ada di luwuk lagi?,Pengen banget balik luwuk tp apa udah siap ada di luwuk lagi?,I really want to go back to Luwuk but are you ready to be in Luwuk again?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Fuck Universitas Muhammadiyah Luwuk Banggai in Indonesia 🇮🇩,Fuck Universitas Muhammadiyah Luwuk Banggai in Indonesia 🇮🇩,Fuck Luwuk Banggai Muhammadiyah University in Indonesia 🇮🇩,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negatif
Mama : kase selesai dulu kuliah baru pulang lagi luwuk Also mama : nanti awal maret icul mau pulang luwuk nak? ️️️️,Mama : kase selesai dulu kuliah baru pulang lagi luwuk Also mama : nanti awal maret icul mau pulang luwuk nak? ️️️️,"Mama: Kase will finish college first then go home again in Luwuk. Also Mama: Icul will be going home in Luwuk at the beginning of March, son? ️️️️","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Udah bisa ganti bio instagram belom? ️ Metro-Luwuk,Udah bisa ganti bio instagram belom? ️ Metro-Luwuk,Have you changed your Instagram bio yet? ✔️ Metro-Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Luwuk trip,Luwuk trip,Luwuk trip,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
hari terakhir di Luwuk malah kena gempa,hari terakhir di Luwuk malah kena gempa,The last day in Luwuk there was an earthquake,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
tekan luwuk kok malah nanges,tekan luwuk kok malah nanges,press luwuk but it makes you cry,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
landing luwuk bingung mau seneng apa sedih,landing luwuk bingung mau seneng apa sedih,Landing Luwuk confused whether to be happy or sad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Keknya wishlist ku tahun ini mau jalan jalan ke luwuk!!!,Keknya wishlist ku tahun ini mau jalan jalan ke luwuk!!!,It's like my wish list this year is to go on a trip to Luwuk!!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
astagaaa memang ngni luwuk in tekuat ba ajak pkt kl ba poto am e nakali ey awas ngoni a,astagaaa memang ngni luwuk in tekuat ba ajak pkt kl ba poto am e nakali ey awas ngoni a,"gosh, I really want to be strong enough to invite the pkt to take photos of me and be naughty, watch out, ngoni a","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kebanyakan minum kopi luwuk nih jadi begitu mainnya.,Kebanyakan minum kopi luwuk nih jadi begitu mainnya.,"Most people drink Luwuk coffee, so that's how they play.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Klo nongki pinggir laut luwuk yg di KM5 bawaannya pen nyemplung terus,Klo nongki pinggir laut luwuk yg di KM5 bawaannya pen nyemplung terus,"If you hang out on the Luwuk seafront at KM5, the pen sticks in","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
rumah jd sepi:) sepupu dua2nya uda plg ajah ke luwuk,rumah jd sepi:) sepupu dua2nya uda plg ajah ke luwuk,The house is quiet :) His second cousin has gone home to Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Luwuk Festival,Luwuk Festival,Luwuk Festival,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4939}",0.4939,positif
Bupati Luwuk. Uwuk.,Bupati Luwuk. Uwuk.,Regent of Luwuk. Uwuk.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kalo acaranya di luwuk sih udah fix icul ada gandengan pas dateng..,Kalo acaranya di luwuk sih udah fix icul ada gandengan pas dateng..,"If the event is in Luwuk, it's already fixed and there will be a couple when you arrive..","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Baru sampe Luwuk subuh tadi eh tanggal 4 ke Surabaya ,Baru sampe Luwuk subuh tadi eh tanggal 4 ke Surabaya,Just arrived at Luwuk at dawn on the 4th and headed to Surabaya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Luwuk seafoodnya terbaik so far,Luwuk seafoodnya terbaik so far,Luwuk seafood is the best so far,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
rindu vibes pildun di luwuk e,rindu vibes pildun di luwuk e,miss the vibes of pildun in luwuk e,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Butuh pho banget yampun pho24 buka cabang di Luwuk kali.,Butuh pho banget yampun pho24 buka cabang di Luwuk kali.,"Really need pho, pho24 opened a branch in Luwuk Kali.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Tiba tiba pengen pisang goreng tp pake sambel penyetan samping rumah di luwuk ,Tiba tiba pengen pisang goreng tp pake sambel penyetan samping rumah di luwuk,Suddenly I want fried banana but use the house-side penyetan sauce in Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Info gempa sekitaran Luwuk?,Info gempa sekitaran Luwuk?,Information about earthquakes around Luwuk?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
kaum sari tenggelam kawung luwuk banjir jambu 2 banjir aing balik kumaha gusti,kaum sari tenggelam kawung luwuk banjir jambu 2 banjir aing balik kumaha gusti,"The sari people drowned in Kawung Luwuk, the Guava 2 flood, the Aing Balik Kumaha Gusti flood","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
percuma pelem bagus kalo di luwuk te ada bioskop,percuma pelem bagus kalo di luwuk te ada bioskop,It's useless if there's a cinema in Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
normal day in luwuk,normal day in luwuk,normal day in Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
dia yang mau ke luwuk kok saia yang gugup:) mana udah beli tiket huhu,dia yang mau ke luwuk kok saia yang gugup:) mana udah beli tiket huhu,"He's the one who wants to go to Luwuk, I'm the one who's nervous :) Where did you buy the tickets huhu","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
daritadi nahan nangis anjir baru kali ini berat banget buat balik luwuk,daritadi nahan nangis anjir baru kali ini berat banget buat balik luwuk,"I've been holding myself back from crying, but now it's really hard for me to come back","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Sultan-sultan Luwuk tolong buka gerai chatime atau es teh indonesia danggg‍️,Sultan-sultan Luwuk tolong buka gerai chatime atau es teh indonesia danggg‍️,Luwuk sultans please open chatime or Indonesian iced tea outlets danggg‍️,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Berat ninggalin luwuk tuh selain berat ninggalin orang-orang yg icul sayang ya berat nentuin barang mana yg harus dibawa dan barang mana yg harus ditinggal ,Berat ninggalin luwuk tuh selain berat ninggalin orang-orang yg icul sayang ya berat nentuin barang mana yg harus dibawa dan barang mana yg harus ditinggal,"It's hard to leave Luwuk. Apart from leaving the people you love, it's hard to decide which things to take with you and which things to leave behind.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Palu - Luwuk - Makassar - Palu,Palu - Luwuk - Makassar - Palu,Palu - Luwuk - Makassar - Palu,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Menghadapi tim Lapas Luwuk dilaga semifinal tim Rutan Poso mengalami kesulitan dengan tempo dan pressure tinggi yang diterapkan tim lawan. Berbekal fokus dan semangat akhirnya tim Rutan Poso melaju ke babak final dengan melibas tim Lapas Luwuk 7-1.,Menghadapi tim Lapas Luwuk dilaga semifinal tim Rutan Poso mengalami kesulitan dengan tempo dan pressure tinggi yang diterapkan tim lawan. Berbekal fokus dan semangat akhirnya tim Rutan Poso melaju ke babak final dengan melibas tim Lapas Luwuk 7-1.,"Facing the Luwuk Prison team in the semifinal match, the Poso Prison team experienced difficulties with the high tempo and pressure applied by the opposing team. Armed with focus and enthusiasm, the Poso Prison team finally advanced to the final round by crushing the Luwuk Prison team 7-1.","{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.296}",-0.296,negatif
Kemaren malam rada galau mikirin bulan depan dah ninggalin luwuk hari ini bener bener pengen kalo bisa tar pagi dah balik semarang ,Kemaren malam rada galau mikirin bulan depan dah ninggalin luwuk hari ini bener bener pengen kalo bisa tar pagi dah balik semarang,"Yesterday night I was a little confused thinking about next month, I left Luwuk, today I really wish I could go back to Semarang in the morning","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Trnyata di luwuk ada mixue wkwkwk Skrng nunggu mie gacoan dtng ke luwuk kira2 bisa gk yaa :),Trnyata di luwuk ada mixue wkwkwk Skrng nunggu mie gacoan dtng ke luwuk kira2 bisa gk yaa :),It turns out there is a mixue in Luwuk hahaha. Now I'm waiting for the Gacoan noodles to come to Luwuk. I wonder if it's possible or not :),"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4588}",0.4588,positif
cakep-cakep deh cowok-cowok di luwuk gatel dikit gpp y krn ak jomblo,cakep-cakep deh cowok-cowok di luwuk gatel dikit gpp y krn ak jomblo,"the guys in Luwuk are a little itchy, it's okay because I'm single","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Capek ngga motil mks-jogja-solo-jogja-sby-mks-luwuk dalam 2 minggu? Jujurly capek tapi suweneng dan happy bisa sibuk gini sibuk sama kerjaan sambil jalan jalan dari pada sibuk ngurusin hidup orang ya kan kek hidupnya udah ga ada masalah aja ,Capek ngga motil mks-jogja-solo-jogja-sby-mks-luwuk dalam 2 minggu? Jujurly capek tapi suweneng dan happy bisa sibuk gini sibuk sama kerjaan sambil jalan jalan dari pada sibuk ngurusin hidup orang ya kan kek hidupnya udah ga ada masalah aja,"Tired of motile mks-jogja-solo-jogja-sby-mks-luwuk in 2 weeks? Honestly, I'm tired, but I'm happy and happy to be busy like this, busy with work while traveling, rather than busy taking care of other people's lives, it's like there are no problems in my life anymore.","{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.5719}",0.5719,positif
Luwuk muna barat,Luwuk muna barat,West Luwuk Muna,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Hampir 1 jam cm ngantri bensin luar biasa Luwuk,Hampir 1 jam cm ngantri bensin luar biasa Luwuk,Almost 1 hour long queue for petrol in Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Seru banget liat else yang se dom pada kumpul Ini ga ada else luwuk sulteng??? ,Seru banget liat else yang se dom pada kumpul Ini ga ada else luwuk sulteng???,"It's really exciting to see others who are the same at the gathering. Isn't there anyone else in Luwuk, Central Sulawesi???","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Mencari teman nugas di luwuk sangat susah ya :),Mencari teman nugas di luwuk sangat susah ya :),"Finding assignment friends in Luwuk is very difficult, isn't it? :)","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.4588}",0.4588,positif
Bisa gak sih orang jual makanan yg beneran enak di Luwuk,Bisa gak sih orang jual makanan yg beneran enak di Luwuk,Can people sell really delicious food in Luwuk?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Baru sadar followers twitter banyak orang luwuk ya maapkeun ya guys kalo icul kebanyakan bacot di twitter. Di mohon untuk apa yg ada di twitter tetap ada di twitter alias jgn jadi gibahan anjer,Baru sadar followers twitter banyak orang luwuk ya maapkeun ya guys kalo icul kebanyakan bacot di twitter. Di mohon untuk apa yg ada di twitter tetap ada di twitter alias jgn jadi gibahan anjer,"I just realized that there are a lot of luwuk people on Twitter, sorry guys, if I'm mean, most of them are smut on Twitter. We ask that what's on Twitter stay on Twitter, aka don't make it a joke","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Temuan 65 Paket Sabu Oleh Petugas Lapas Kelas IIB Luwuk Kanwil Kemenkumham Sulteng ,Temuan 65 Paket Sabu Oleh Petugas Lapas Kelas IIB Luwuk Kanwil Kemenkumham Sulteng,"Finding 65 Packages of Shabu by Class IIB Prison Officers in Luwuk Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ka. Kanwil Kemenkumham Sulteng Budi Argap Situngkir apresiasi temuan narkoba karena jajaran Lapas Luwuk tidak lengah walaupun menjelang momentum hari raya Idul Adha.,Ka. Kanwil Kemenkumham Sulteng Budi Argap Situngkir apresiasi temuan narkoba karena jajaran Lapas Luwuk tidak lengah walaupun menjelang momentum hari raya Idul Adha.,Ka. Regional Office of the Ministry of Law and Human Rights for Central Sulawesi Budi Argap Situngkir appreciated the drug discovery because Luwuk Prison officials were not careless even though the Eid al-Adha holiday was approaching.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kemaren waktu di Luwuk ada mas mas cerita jadi sekitar tahun 2000an awal. Ada nelayan yang ga sengaja jaring Ikan Mola-mola karena informasi masih minim jadi warga pada gatau ini ikan apaan dan gaada warga yang berani makan itu ikan. Alhasil mereka anggep itu ikan jadi-jadian..,Kemaren waktu di Luwuk ada mas mas cerita jadi sekitar tahun 2000an awal. Ada nelayan yang ga sengaja jaring Ikan Mola-mola karena informasi masih minim jadi warga pada gatau ini ikan apaan dan gaada warga yang berani makan itu ikan. Alhasil mereka anggep itu ikan jadi-jadian..,"Yesterday, when I was in Luwuk, there was a story about the story from around the early 2000s. There are fishermen who accidentally net sunfish because information is still minimal so residents don't know what kind of fish this is and none of the residents dare to eat it. As a result, they thought it was a fake fish...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kegiatan Sosialisasi Kewarganegaraan oleh Kanwil Kemenkumham Sulteng bertempat di Estrella Hotel Luwuk. @kanwilsulteng Budi Argap Situngkir,Kegiatan Sosialisasi Kewarganegaraan oleh Kanwil Kemenkumham Sulteng bertempat di Estrella Hotel Luwuk. @kanwilsulteng Budi Argap Situngkir,Citizenship Socialization Activities by the Central Sulawesi Regional Office of the Ministry of Law and Human Rights took place at the Estrella Hotel Luwuk. @kanwilsulteng Budi Argap Situngkir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Cari tante-tante di luwuk,Cari tante-tante di luwuk,Looking for aunts in Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Gw bakal rindu kota luwuk setelah 2 tahun gak kesana karena pandemi. Ahamdulillah akhirnya tahun ini bisa berkumpul bersama keluarga besar and it was so fun. Sygnya gw udah balik hari ini,Gw bakal rindu kota luwuk setelah 2 tahun gak kesana karena pandemi. Ahamdulillah akhirnya tahun ini bisa berkumpul bersama keluarga besar and it was so fun. Sygnya gw udah balik hari ini,"I will miss Luwuk city after not going there for 2 years because of the pandemic. Thank God, finally this year we can gather with our extended family and it was so fun. Luckily I'm back today","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.6418}",0.6418,positif
Ngger liwat jambu luwuk- hotel wilis spion kanan owk mesti disampluk motorrrrrrr,Ngger liwat jambu luwuk- hotel wilis spion kanan owk mesti disampluk motorrrrrrr,Ngger through Guava Luwuk - Wilis Hotel OWK's right rear view mirror must be covered by a motorbikerrrrrr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kerja sm orang yg gabisa kerja efektif jadi harus bolak balik Luwuk Bunta (PP 7 Jam) tuh bener-bener jadi cobaan puasa kali ini sih... welcome 2 minggu ga ngapa-ngapain tapi diluar kota.,Kerja sm orang yg gabisa kerja efektif jadi harus bolak balik Luwuk Bunta (PP 7 Jam) tuh bener-bener jadi cobaan puasa kali ini sih... welcome 2 minggu ga ngapa-ngapain tapi diluar kota.,Working with people who can't work effectively so I have to go back and forth to Luwuk Bunta (7 hour PP) is really a trial fasting this time... welcome 2 weeks of not doing anything but out of town.,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4588}",0.4588,positif
See u luwuk toili sulteng... Nice trip next ---&gt; borneo ,See u luwuk toili sulteng... Nice trip next ---&gt; borneo,See u luwuk toili sulteng... Nice trip next ---&gt; borneo,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.4215,positif
5 bulan di Luwuk belum pernah liat ada yang jual getuk lindri ,5 bulan di Luwuk belum pernah liat ada yang jual getuk lindri,In 5 months in Luwuk I have never seen anyone selling getuk lindri,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Plis superindo/hypermart/carrefour apapun supermarket chain buka cabang di Luwuk kek!!!,Plis superindo/hypermart/carrefour apapun supermarket chain buka cabang di Luwuk kek!!!,"Please Superindo/Hypermart/Carrefour, whatever supermarket chain, open a branch in Luwuk, bro!!!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Di luwuk banyak makanan enak tpi teada tmn yang diajak :(,Di luwuk banyak makanan enak tpi teada tmn yang diajak :(,There's lots of delicious food in Luwuk but there are no friends to invite :(,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negatif
WA ibu kos minta tolong kasih bersih rumput di kosan eh malah ditelfon diajak ngobrol ngalor ngidul taunya ada anaknya di gading serpong gerejanya di GKI trs jadi nawarin ikut kegiatan di gerejanya yg di Luwuk. Ngakak bet idup,WA ibu kos minta tolong kasih bersih rumput di kosan eh malah ditelfon diajak ngobrol ngalor ngidul taunya ada anaknya di gading serpong gerejanya di GKI trs jadi nawarin ikut kegiatan di gerejanya yg di Luwuk. Ngakak bet idup,"The boarding house mother's WA asked for help to clean the grass in the boarding house, but instead she called and asked to chat and hang out when she heard that her child was at Gading Serpong, her church in GKI, so she offered to join in the activities at her church in Luwuk. It's hilarious to be alive","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
tiap hari mati lampu tiap hari ilang jaringan; welcome to luwuk :)),tiap hari mati lampu tiap hari ilang jaringan; welcome to luwuk :)),"every day the lights go out, every day there is no network; welcome to luwuk :))","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}",0.4588,positif
Dengar-dengar nih ada cluster Cappadocia? Hmmmm bahkan punya kenalan di kota ini (Luwuk) yang sekarang lagi di Cappadocia ,Dengar-dengar nih ada cluster Cappadocia? Hmmmm bahkan punya kenalan di kota ini (Luwuk) yang sekarang lagi di Cappadocia,"Have you heard that there is a Cappadocia cluster? Hmmmm, I even have acquaintances in this city (Luwuk) who are now in Cappadocia","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Hampir 3 bulan di Luwuk. Ini kota pe panas sekali di sini saya mandi 4 sampai 5 kali dalam sehari ,Hampir 3 bulan di Luwuk. Ini kota pe panas sekali di sini saya mandi 4 sampai 5 kali dalam sehari,"Almost 3 months in Luwuk. This city is very hot here, I shower 4 to 5 times a day","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Pen ndang balik luwuk,Pen ndang balik luwuk,Pen kicks back,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
